num_doc,wiki_text,viki_text
8,"Es una actualización que se aplica sobre Windows 8, y Windows RT de forma gratuita si se tiene una licencia.","Esta versión consistía en una actualización gratuita al sistema operativo de Windows 8, su predecesor."
8,Microsoft lanzó esta actualización el 18 de octubre de 2013 para su descarga en la Tienda Windows.,Fue lanzado el 18 de octubre del 2013.
8,"Windows 8.1 recibió mejores reseñas que Windows 8, sin embargo, las mismas características de interfaz de usuario fueron criticadas.","Las diferencias entre Windows 8 y 8.1 eran mayor compatibilidad, más velocidad y más facilidad de manejo."
9,"Carlos Ruiz Zafón (Barcelona, 25 de septiembre de 1964) es un escritor español, autor de varios libros superventas, entre los que destaca La sombra del viento, ganadora de numerosos premios y seleccionada en la lista confeccionada en 2007 por 81 escritores y críticos latinoamericanos y españoles con los mejores 100 libros en lengua castellana de los últimos 25 años.","Carlos Ruiz Zafón (Barcelona, 1964) es un escritor español. Sus obras son las segundas más vendidas en la lengua española, tras las de Miguel de Cervantes. La sombra del viento, su trabajo más reconocido, fue seleccionado en 2007 como una de las cien mejores obras escritas en español de los últimos veinticinco años."
9,"Carlos Ruiz Zafón se educó en un campo militar, después se matriculó en Ciencias de la Información y ya en el primer año le surgió una oferta para trabajar en el mundo de la publicidad.",Ruíz Zafón estudió en una escuela jesuítica. Luego cursó la carrera de informática y se desempeñó en publicidad.
9,"Comenzó con literatura juvenil: su primera novela, El príncipe de la niebla, la publicó en 1993 y fue un éxito: obtuvo el premio Edebé.","Su primera obra fue El príncipe de la niebla, una novela infantil."
9,Llegó a ser director creativo de una importante agencia de Barcelona hasta que en 1992 decidió abandonar la publicidad para consagrarse a la literatura.,A partir de 1992 se dedicó enteramente a la literatura.
10,"De las palabras o términos se proporciona su significado, definición, etimología, ortografía, fija su pronunciación, separación silábica y forma gramatical.","En él, estas palabras se encuentran ordenadas alfabéticamente y, seguido de cada una, se proporcionan sus significados, etimología (de dónde proviene ese término), ortografía, tipo de palabra y, en el caso de ciertas lenguas, fija su pronunciación y separación silábica."
10,Un diccionario es una obra en donde se consultan palabras o términos que se encuentran ordenados alfabéticamente.,Un diccionario es un libro que contiene palabras de un determinado idioma y sus significados.
11,"Belice también tiene lenguas indígenas en peligro como las distintas lenguas maya, el arawak la lengua garífuna y el Plautdietsch.","En el país también hay lenguas indígenas en desaparición como las distintas lenguas maya, el arawak la lengua garífuna y el Plautdietsch."
11,"Comparte una frontera al norte con el estado mexicano de Quintana Roo, al oeste con el departamento guatemalteco de Petén, y al sur con el río Sibun.","Tiene frontera al norte con México con el estado de Quintana Roo, al oeste con Guatemala con el departamento de Petén, y al sur con departamento también guatemalteco de Izabal."
11,"De acuerdo con el censo de 2010, el 40,5 % de los beliceños son católicos, el 31,5 % son protestantes (, entre otras) y el 15,5 % no tiene religión.","Según el censo del 2010, el 40 % de los beliceños son católicos, el 31,7 % son protestantes (Pentecostal: 8,5 %; Adventista: 5,5 %; Anglicanismo: 4,6 %; Menonita: 3,8 % ; Bautista: 3,6 %, Metodismo: 2,9 % y Nazareno: 2,8 %), el 1,7 % son testigos de Jehóva el 10,2 % se incorporan a otras religiones (religión maya, garífuna, Obeah y myalismo, y las minorías de mormones, hindúes, budistas, musulmanes, bahá'ís, rastafaris y otros) y el 15,6 % no coinciden con alguna religión."
11,"Debido a los importantes flujos migratorios del resto del área, el español es hablado como lengua materna por un 50 % de la población y se enseña en los centros educativos.",El español es hablado como lengua materna por un 50 % de la población y se enseña en los centros de enseñanza.
11,Diferendo territorial entre Guatemala y Belice,Frontera entre Belice y México.
11,En las tres participaciones de Belice en los Juegos Olímpicos el país no ha logrado ni una sola medalla.,Belice a participado en tres ocasiones en los juegos olímpicos pero no ha logrado ninguna medalla.
11,"Idiomas El inglés es el idioma oficial de Belice, al ser una ex colonia británica, siendo el único caso en un país centroamericano.",El inglés es el idioma oficial de Belice.
11,"La colonización, la esclavitud y la inmigración han jugado un papel importante en la modificación étnica de la población y, en consecuencia, Belice es un país con numerosas culturas, idiomas y grupos étnicos.","Belice cuenta con gran cantidad de culturas, grupos étnicos e idiomas. Esto se debe principalmente a la esclavitud, la colonización e inmigración, que han jugado un papel importante en los cambios étnicos de la población"
11,La libertad religiosa está garantizada en Belice.,La libertad religiosa es avalada en Belice.
11,"La mayoría de los mestizos y españoles hablan español, pero también dominan el inglés y el criollo.","La mayoría de los mestizos y españoles hablan español, inglés y criollo con fluidez."
11,"Los principales deportes en Belice son el fútbol, el baloncesto, el voleibol y el ciclismo, seguido por otros menos practicados como el béisbol y el críquet.","Los deportes más acostumbrados a practicar son el fútbol, baloncesto y ciclismo, seguidos por otros menos practicados como el béisbol."
11,"Otro plato tradicional es la sopa de caracol marino (en inglés: conch soup), la cual tiene un sabor muy peculiar y consistencia algo espesa al añadírsele okra, patata, camote, yuca, harina tostada y un toque de Chile habanero.","Otro plato clásico es la sopa de caracol marino, la cual tiene un gusto muy característico y espeso si se le agrega okra, patata, camote, yuca, harina tostada y un toque de chile habanero."
11,Se cree que los mayas han estado presentes en Belice y la península de Yucatán desde el segundo milenio antes de Cristo.,"Los mayas han estado presente en Belice y la península de Yucatán, México desde el segundo milenio antes de Cristo."
11,"Su capital es Belmopán y la ciudad de Belice, antigua capital del país, es la principal aglomeración urbana y además el principal puerto que queda cerca.","Antes de 1970, su capital era la Ciudad de Belice, pero fue devastada fuertemente por un huracán, es por eso que se trasladó a Belmopán como nueva capital."
12,"* Civilización de masas y esperanza y otros ensayos, 1987",Civilización de masas y esperanza y otros ensayos (1987)
12,"* Estudios de historia de las ideas y de historia social, 1980",Estudios de historia de las ideas y de historia social (1980)
12,"* Estudios sobre el galicanismo y la 'Ilustración Católica' en América española, 1957","Estudios sobre el galicanismo y la ""Ilustración Católica"" en América española (1957)"
12,"* Libertad política y concepto económico de gobierno en Chile hacia 1915-1935, 1986",Libertad política y concepto económico de gobierno en Chile hacia 1915-1935 (1986)
12,"Mario Góngora del Campo (Santiago, 22 de junio de 1915 - Santiago, 18 de noviembre de 1985) fue un destacado historiador chileno, Premio Nacional 1976. Biografía",Mario Góngora Mario Góngora (*22 de junio 1915 en Santiago-† 18 de noviembre 1985) Historiador chileno.
13,"* Siglos XIII-XIV. La alianza entre los reinos cristianos (Navas de Tolosa, 1212) logra el definitivo derrumbe del Al-Andalus, conquistando con gran celeridad el sur peninsular (salvo Granada), destacando la Batalla del Estrecho donde entran en juego el último pueblo norteafricano que intervienen en la Península, los Benimerines.","Pero este movimiento es aniquilado en el siglo XIII cuando los reinos cristianos unidos y apoyados por una nueva Cruzada, derrotaron a los musulmanes en la batalla de las Navas de Tolosa en 1212."
13,"El avance castellano-leonés (Toledo, 1085) provocó sucesivas invasiones norteafricanas -Almorávides y Almohades- que evitaron el colapso de la España musulmana. La repoblación entre el Duero y el Tajo se sustenta en colonos libres y concejos con amplia autonomía (fueros), mientras que en el Ebro los señoríos cristianos explotarán a la población agrícola musulmana. * Siglos XIII-XIV.","El debilitamiento del Sultanato almorávide produjo una segunda ola del Islam bereber, el de los almohades chiítas, que, en 1147, dominan Marruecos y al-Andalus, tras de haber derrotado a los castellanos en la batalla de Alarcos."
13,"Los Reyes Católicos acabaron la reconquista de España el 2 de enero de 1492, tomando Granada, donde se realiza una festividad el 2 de enero de todos los años. El emir Boabdil, de la dinastía Nazarí, tuvo que abandonar Granada.","Este último, presionado por la población hambrienta y dada la supremacía de los Reyes Católicos, que tenían incluso artillería, se rindió el 2 de enero 1492, poniendo fin a once años de guerras en Granada y a siete siglos de la presencia del poder islámico en España."
13,También en los territorios que habían vuelto a pasar bajo el dominio de los reyes cristianos seguían viviendo musulmanes.,Los musulmanes ya solo dominaban en el reino abencerraje de Granada.
15,"; si bien pueden llegar a consumir algunos insectos, lo que representa solo del 1 al 2 por ciento de su dieta.",", si bien pueden llegar a consumir algunos insectos."
15,La hembra pesa aproximadamente la mitad que el macho.,Las hembras pesan aproximadamente la mitad que los machos.
15,Los gorilas son conocidos por usar herramientas en estado salvaje.,Son conocidos por usar herramientas en estado salvaje.
15,"Los gorilas son mayoritariamente herbívoros: comen principalmente frutas, hojas, brotes, etc.","Son mayoritariamente vegetarianos, y comen principalmente frutas, hojas, brotes, etc."
18,"Una pala es una herramienta de mano utilizada para excavar o mover materiales con cohesión relativamente pequeña. Consta, básicamente, de una lámina plana con una ligera curvatura y de un mango de metal o madera con el que se maneja.","Una pala es un instrumento con una plancha de hierro rectangular o redondeada, buen mango más o menos cilíndrico y de largo proporcionado a su uso."
19,"Está ubicada al suroeste de la región del Nuevo Cuyo, al oeste del país, limitando al norte con San Juan, al este con el río Desaguadero que la separa de San Luis, al sureste con La Pampa, al sur con Neuquén y al oeste con Chile, cuyo límite está determinado por la divisoria de agua de la cordillera de los Andes.","Situada en la región de Cuyo, limita al norte con la provincia de San Juan, al este con la provincia de San Luis, al sur con las de La Pampa y Neuquén, y al oeste con Chile; este último límite sigue la cordillera de los Andes."
19,"La Provincia de Mendoza o, simplemente, Mendoza es una de las 23 provincias que hay en la República Argentina.",Provincia de Mendoza La Provincia de Mendoza es una de las 23 provincias de Argentina.
20,"Entre las actividades industriales destacan la producción de cemento, jabón y el sector textil.",Sus actividades industriales principales son el jabón y el cemento.
21,"En 1979, recibió el premio Nobel de la Paz al «trabajo emprendido en la lucha por superar la pobreza y la angustia, que también constituyen una amenaza para la paz».",La Madre Teresa fue galardonada en 1979 con el premio Nobel de la paz.
21,"Tras adoptar la ciudadanía india en 1950, recibió formación como enfermera durante tres meses en Patna con las Hermanas Misioneras Médicas de Norteamérica y finalmente se asentó en los barrios más pobres. El 7 de octubre de 1950, la Santa Sede le autorizó a inaugurar su nueva congregación, a la cual denominó las Misioneras de la Caridad. Según Teresa, su misión desde entonces fue cuidar a «los hambrientos, los desnudos, los que no tienen hogar, los lisiados, los ciegos, los leprosos, toda esa gente que se siente inútil, no amada, o desprotegida por la sociedad, gente que se ha convertido en una carga para la sociedad y que son rechazados por todos». Aunque inicialmente la congregación tenía solo trece miembros en Calcuta, con el tiempo llegó a poseer más de cuatro mil integrantes presentes en orfanatos, hospicios y centros de sida de todo el mundo.","La Beata Teresa de Calcuta, conocida comúnmente como Madre Teresa (Skopje, Macedonia, 26 de agosto de 1910 - Kolkata, India, 5 de septiembre de 1997) fue una religiosa de origen albanés que fundo la congregación de las misioneras de la caridad, que cuenta con mas de 4.500 hermanas y está presente en 133 países y tiene a su cargo hospicios y hogares para las personas con sida, lepra y tuberculosis; comedores populares, albergues y escuelas para los niños y familias pobres de escasos recursos."
22,Una semilla contiene un embrión del que puede desarrollarse una nueva planta bajo condiciones apropiadas.,Una semilla es púes como un huevo para una planta: con una semilla se puede hacer crecer una nueva planta.
23,"Abarca un periodo de tiempo que va aproximadamente del siglo XI a la actualidad, aunque esta definición no es aplicable a la música realizada en nuestro siglo a pesar de presentar las mismas características,si bien las principales características del género fueron codificadas principalmente entre 1550 y 1900, que es habitualmente considerado como el período característico de producción de la música clásica.","Música clasica puede referirse a distintos significados, pero normalmente se refiere a la música religiosa o secular produïda des del siglo IX hasta ahora."
23,"Mientras que el temperamento igual fue gradualmente aceptado como el sistema de afinación en el siglo XVIII, otros tipos de temperamento, de origen histórico, se emplean a menudo en la música de períodos anteriores al Barroco tardío; El clave bien temperado de Johann Sebastian Bach es utilizado como referencia temporal para indicar el comienzo de ese cambio de temperamento.","Ese término, ""música clásica"", apareció a finales del siglo XIX, tiempo en el que se consideró que el período que iba de Johann Sebastian Bach hasta Ludwig van Beethoven fue la edad de oro de la música clásica."
23,"Otra consecuencia de la primacía de la partitura escrita del compositor es que la improvisación juega una menor presencia, en marcado contraste con otras tradiciones como el jazz, en donde la improvisación es básica.","Ese tipo de notació deja poco espacio a la improvisación del intérprete, hecho que no ocurre en la tradición japones, donde las partituras són más inexactas."
24,"La bisexualidad se ha definido como la atracción sexual, o orientación romántica hacia tu género y todos los demás.",La bisexualidad es la orientación sexual que se refiere a la atracción hacia mujeres y hombres.
25,"En su forma más simple, el helado o crema helada es un alimento congelado que por lo general se hace de productos lácteos tales como leche, crema y a menudo en combinación con frutas u otros ingredientes y sabores.","Helado El helado es un alimento congelado hecho de crema, con sabores y edulcorantes añadidos."
25,"Esta mezcla se congelaba, agitándola durante el proceso para prevenir la formación de grandes cristales de hielo.","Esta mezcla se congela rápidamente mientras se agita, por lo que no se forman grandes cristales de hielo."
25,"Esto es lo que hace efectivamente la diferencia entre una nieve y un helado, el aire combinado con una baja temperatura -40 centígrados y grasa hidrogenada se trasforma de un líquido a un espumoso sólido agregándole sus saborizantes y estabilizadores, obtenemos un delicioso helado.","El agua y la grasa crean una emulsión,[nota 1] al batir fuertemente estos ingredientes se introduce en la mezcla una determinada cantidad de aire que hace que el helado quede blando aunque esté congelado."
26,Se habla suajili e inglés.,Sus idiomas oficiales son el suahili y el inglés.
26,Su capital es Dodoma. El nombre del país proviene de la unión de las palabras «Tanganica» y «Zanzíbar».,"Su nombre oficial es República Unida de Tanzania, y sus capitales son Dar es Salaam (capital tradicional) y Dodoma (capital legislativa)."
26,"Tanzania, oficialmente la República Unida de Tanzania (en suajili Jamhuri ya Muungano wa Tanzania; en inglés: United Republic of Tanzania), es un país situado en la costa este de África Central.",Tanzania Tanzania es un país ubicado en África.
28,"* Las venas tienen en sus paredes las mismas capas que las arterias, pero mucho más finas, sobre todo la capa muscular, ya que debe llevar la sangre que vuelve al corazón a una presión más baja.",Las venas son vasos más flexibles que las arterias y soportan una presión sanguínea alta.
28,"* Los capilares: Vasos de paredes muy finas, que comunican las arteriolas con las vénulas.",Las arterias son los tubos que tienen paredes más gruesas y resistentes.
28,Las venas de la circulación general traen sangre de todas las regiones del cuerpo al atrio derecho del corazón.,Conducen la sangre que sale del corazón hacia los demás órganos y tejidos del cuerpo.
28,"Los capilares comunican las ramificaciones terminales de las arterias, denominadas arteriolas, con las primeras ramificaciones que darán lugar a las venas, llamadas vénulas.","Los capilares sanguíneos unen, en forma de red, las arterias con las venas."
30,"El castigo es una sanción o pena impuesta a una comunidad o individuo que causa molestias o padecimientos, motivo por lo que se ejecuta una acción, que puede ser física o verbal, directa o indirecta, contra quien ha cometido una falta o delito.",Un castigo es cualquier cosa desagradable que se obliga a hacer a alguien que ha causado una molestia o se ha saltado una norma.
31,"* Letra capital, aquella al principio de un párrafo o capítulo que es de mayor tamaño que el resto.",Una letra capital es una letra grande que se coloca al principio de algunos cuentos.
34,"El galio (del latín Gallia, Francia), fue descubierto mediante espectroscopia por Lecoq de Boisbaudran en 1875 por su característico espectro (dos líneas ultravioletas) al examinar una blenda de zinc procedente de los Pirineos. Ese mismo año lo aisló por electrólisis del hidróxido en una solución de hidróxido potásico (KOH) y le dio el nombre de su país natal Gallia, y el suyo propio por un juego de palabras de los que gustaban a los científicos de finales del siglo XIX ya que gallus significa gallo, coq en francés como su nombre Lecoq.","El nombre Galio viene del latínGallia, después de que Lecoq de Boisbaudran lo descubriera en 1875, dándole el nombre de su país natal, Francia, y el suyo propio por un juego de palabras de los que gustaban a los científicos de finales del siglo XIX, ya que gallus significa gallo, coq en francés como su nombre Lecoq."
34,El galio es un elemento químico de la tabla periódica de número atómico 31 y símbolo Ga. Características principales,El galio es un elemento químico. Su símbolo es Ga y su número atómico es el 31.
35,El 30 de enero se celebra el Día Escolar de la No Violencia y la Paz (DENVP) en recuerdo de Gandhi.,En homenaje a Gandhi cada 30 de enero se celebra el Día Escolar de la Paz y la No Violencia.
35,"Encarcelado en varias ocasiones, pronto se convirtió en un héroe nacional.","Por este motivo estuvo en varias ocasiones en la cárcel, convirtiéndose a ojos de su pueblo en un héroe."
35,Fue un gran defensor del vegetarianismo y rechazaba cualquier forma de maltrato a los seres vivos.,"Además, Gandhi fue un ferviente defensor de la dieta vegetariana y rechazaba cualquier forma de maltrato a los animales."
35,"Recibió de Rabindranath Tagore el nombre honorífico de Mahatma (composición en sánscrito e hindi de mahā: ‘grande’ y ātmā: ‘alma’). En la India también se le llamaba Bāpu (બાપુ, ‘padre’ en idioma guyaratí).","Mohandas Karamchand Gandhi (1869-1948), mejor conocido como Mahatma Gandhi (Mahatma significa ""alma grande"" en hindi) nació en la India."
35,"Una vez conseguida la independencia, Gandhi trató de reformar la sociedad india, empezando por integrar las castas más bajas (los shudras o ‘esclavos’, los parias o ‘intocables’ y los mlechas o ‘bárbaros’), y por desarrollar las zonas rurales.","Cuando por fin los ingleses se retiraron de la India, Gandhi trató de mejorar la sociedad hindú, especialmente la situación de los más pobres y los campesinos."
36,"Marcelo Enrique Leonart Tomas (Santiago, 1970) es un escritor, dramaturgo y director teatral chileno.","Marcelo Leonart (1970, Santiago de Chile) es un escritorchileno."
37,Los tipos de azúcar que se comercializan habitualmente son los siguientes:,El azúcar normal está formado por sacarosa.
38,Ángulos en una circunferencia,Elementos de una circunferencia
39,"Existen dos tipos: los Juegos Olímpicos de Verano y los Juegos Olímpicos de Invierno, que se realizan con un intervalo de dos años, según la Carta Olímpica: «Los Juegos de la Olimpiada se celebran durante el primer año de una Olimpiada, y los Juegos Olímpicos de Invierno durante su tercer año».","Existen dos tipos de Juegos Olímpicos: los Juegos Olímpicos de Verano y los Juegos Olímpicos de Invierno, que se realizan con un intervalo de dos años."
39,"Los Juegos Olímpicos (JJ. OO. ) (Jeux Olympiques en francés, y Olympic Games en inglés), Olimpiadas u Olimpíadas son el mayor evento deportivo internacional multidisciplinario en el que participan atletas de diversas partes del mundo.",Las olimpiadas o juegos olímpicos son un evento multideportivo realizado cada cuatro años.
39,"Los atletas o equipos que obtengan el primer, segundo o tercer lugar en cada evento recibirán medallas.","En cada deporte, se premia a un atleta o equipo con medallas, siendo de oro para el primero, plata para el segundo, y bronce para el tercero desde la primera edición."
39,Los primeros Juegos Olímpicos se celebraron bajo los auspicios del COI en el Estadio Panathinaiko en Atenas en 1896.,"La primera edición de los llamados Juegos Olímpicos se realizó en Atenas, capital de Grecia en 1896."
40,"De acuerdo con Vitruvio, arquitecto de la antigua Roma, una nueva corona con forma de corona triunfal había sido fabricada para Hierón II, tirano gobernador de Siracusa, el cual le pidió a Arquímedes determinar si la corona estaba hecha de oro puro o si un orfebre deshonesto le había agregado plata.","Utilizó su teoría para el rey Hierón II para ver si una corona que había mandado hacer había sido realizada en oro puro, u oro mezclado con otro metal."
40,"El principio de Arquímedes es un principio físico que afirma: «Un cuerpo total o parcialmente sumergido en un fluido en reposo, experimenta un empuje vertical y hacia arriba igual al peso de la masa del volumen del fluido que desaloja».","Principio de Arquímedes El principio de Arquímedes se da también en el aire, con un volumen muy grande de gas o de aire caliente que es más ligero que el aire, se pueden levantar grandes pesos El principio de Arquímedes dice que en los objetos que se encuentran en un fluido, como el agua existe una fuerza de flotación dirigida hacia arriba, que se aplica a los objetos que se encuentran en él."
40,"donde E es el empuje N, Pe es el peso específico del fluido N/m^3, ρf es la densidad del fluido, V el «volumen de fluido desplazado» por algún cuerpo sumergido parcial o totalmente en el mismo, g la aceleración de la gravedad y m la masa.",Esta fuerza de empuje es igual al peso de un volumen de fluido igual al volumen del objeto que está en este fluido.
41,"El 17 de agosto de 1944, luego de más de 11 años de prisión, Thälmann fue transferido de la prisión de Bautzen al campo de concentración de Buchenwald, donde el 18 de agosto por órdenes de Hitler fue fusilado y su cuerpo fue quemado inmediatamente.",Después de 11 años de confinamiento fue transferido por orden de Adolf Hitler el año 1944 al crematorio de KZ-Buchenwald.
41,El 3 de marzo de 1933 la Gestapo lo arrestó en Berlín.,En 1933 fue detenido por la Gestapo.
41,"Ernst Thälmann (Hamburgo, Alemania 16 de abril de 1886 - Buchenwald, Alemania 18 de agosto de 1944) fue un político alemán miembro del Partido Comunista de Alemania ) el cual llegó a dirigir después del Levantamiento Espartaquista, durante la República de Weimar. En 1933 lo arrestó la Gestapo, y permaneció encarcelado en confinamiento solitario durante 11 años, finalmente en 1944 fue fusilado en Buchenwald según órdenes de Adolf Hitler. Biografía",Ernst Thälmann (apodado teddy; * 16 april de 1886 en Altona; † 18 agosto de 1944 en un campo de concentración de Buchenwald) era entre 1925 y 1933 presidente del (KPD).
42,El jabón generalmente es una sal sódica o potásica resultante de la reacción química entre un álcali (hidróxido de sodio o de potasio) y un lípido; esta reacción se denomina saponificación.,Jabón El jabón es un compuesto químico que resulta de la reacción de un álcali (comúnmente hidróxido de sodio o potasio) con un ácido graso.
42,El lípido puede ser de origen vegetal (como el aceite de coco) o animal (como la manteca de cerdo).,Los jabones están hechos de grasas animales o aceites vegetales.
42,Los restos de jabón más antiguos son de origen babilonio y datan del 2800 a.,La evidencia registrada más antigua de la fabricación de materiales similares al jabón data de alrededor del año 2800 aC en la antigua Babilonia.
43,"* El fantasma de Canterville: es el alma en pena de sir Simón Canterville, que por trescientos años ha embrujado el castillo de su familia luego de asesinar a su esposa, lady Eleonore, justificándose en las graves falencias que tenía como esposa, y morir luego de nueve años tras desaparecer.","El Fantasma de Canterville: Es quien ha embrujado al castillo por generaciones, asesinó a su esposa lady Leonor de Canterville, por lo que fue condenado a vagar en el castillo, aunque el quiere morir en paz. Mr."
43,"* Hiram B. Otis: el «ministro de los Estados Unidos», es un acaudalado empresario estadounidense, miembro del Partido Republicano de los Estados Unidos.","Mr. Hiram Otis: El primer ministro de Estados Unidos, es el padre de la familia Otis."
43,"* Lord Canterville: es el anterior dueño del castillo y quien lo vende a Hiram B. Otis, no sin antes advertirle sobre la existencia del fantasma.",Lord Canterville: Es el antiguo propietario del castillo.
43,"* Virginia Otis: una joven de quince años, guapa,esbelta y graciosa, de ojos azules.","Virginia Otis: Es una muchacha de 15 años, es la segunda hermana de la familia."
43,"* Washington Otis: hijo mayor de la familia Otis, bautizado en honor a George Washington, algo que él detesta.",Washington Otis: Es el hijo mayor de la familia Otis.
43,"El duque de Cheshire: su nombre es Cecil y es el enamorado de Virginia, a quien desea desposar.","Duque de Cheshire: Es el prometido de Virginia, se enamoró de ella cuando ella lo derrotó en un paseo en caballo."
43,"Hiram B. Otis se traslada con su familia al castillo, pero Canterville, dueño anterior del mismo, le advierte que el fantasma de sir Simon de Canterville anda en el edificio desde hace no menos de trescientos años después de asesinar a su esposa lady Eleonore de Canterville.","Un fantasma habitaba la casa desde hacía 300 años, se trataba del alma culpable de Sir Simón de Canterville. Vagaba por la casa tras desaparecer en circunstancias misteriosas nueve años después de haber asesinado a su propia esposa junto a la chimenea del salón, en cuyo sitio aparecía una y otra vez una curiosa mancha de sangre."
43,"«El fantasma de Canterville» («The Canterville Ghost») es un cuento del escritor, dramaturgo y poeta británico-irlandés Oscar Wilde, publicado por primera vez en 1887 en la revista The Court and Society Review.",El Fantasma de Canterville es una novela del escritor y poeta británico-irlandés Oscar Wilde.
45,"El reino de Israel fue conquistado por el rey asirio Sargón II, al final del siglo VIII antes de Cristo.",El Templo de Jerusalén fue construido en el siglo - X por el rey Salomón.
45,La dramática marcha desde Egipto a través del mar Rojo y la peregrinación de 40 años por el desierto son hitos importantes en la historia del pueblo israelita.,"También incluye partes narrativas y poéticas, trazando el destino del pueblo judío desde la creación del mundo hasta su vuelta después de la salida de Egipto y de la travesía del desierto durante 40 años."
45,"Terminología: hebreos, judíos, israelitas La tradición se remonta a Abraham, llamado el primer hebreo (del hebreo עִבְרִי, ivrí: «el que viene del otro lado»), por haber venido a la tierra de Canaán desde Mesopotamia siguiendo el llamado de Dios (), hace unos 4000 años.","Según la Biblia (llamada en hebreo Tanaj y texto sagrado central de los judíos), el judaísmo habría sido creado en el Medio Oriente por la alianza entre Dios y Abraham que habría vivido hace más de 4000 años en Mesopotamia."
46,"Paul Celan (Chernivtsi, Reino de Rumanía; 23 de noviembre de 1920 - París, Francia; 20 de abril de 1970) fue un poeta alemán de origen judío rumano y habla alemana, considerado por la crítica internacional como el más grande lírico en alemán de la segunda posguerra. Biografía","Paul Celan Paul Celan (23 de noviembre 1920 * Czernowitz (Rumania) (Чернівці ahora en Ucrania) † , 20 de abril de 1970 en Paris), fue un poeta y escritor alemán."
46,"Su nombre era Paul Pésaj Antschel o Ancel (Celan es anagrama de Ancel, su apellido en rumano), judío asquenazí; nacido en la actual Chernivtsi (en alemán Czernowitz y en rumano Cernăuți), en la región de Bucovina, entonces parte de Rumanía.","Realmente Paul Antschel, luego rumanizado como Ancel, de donde surge el anagrama Celan."
47,"El punto de fusión es la temperatura a la cual se encuentra el equilibrio de fases sólido-líquido, es decir, la materia pasa de estado sólido a estado líquido, se funde.","Inversamente, cuando un líquido se enfría, la temperatura desciende hasta alcanzar el punto de congelación en el que se empiezan a formar cristales de sólido."
47,"En la mayoría de las sustancias, el punto de fusión y de congelación, son iguales.",El punto de fusión y el punto de congelación de una sustancia es el mismo si están a la misma presión.
48,"*El operador de transporte, es la persona encargada de la conducción del vehículo ó móvil, en la cual se van a trasladar personas, cosas u objetos.","También debe haber un vehículo que permita el traslado rápido de las personas o cosas: automóviles, trenes, aviones, barcos, camiones etc y una persona o varias que guíen o conduzcan el vehículo: el conductor, piloto, azafatas, etc."
48,"*El vehículo o móvil, es el instrumento que permite el traslado de personas, cosas u objetos, de un lugar a otro.","El transporte es el traslado de un lugar a otro de algo, en general personas o cosas."
48,El más representativo de los modos de transporte privado es el automóvil.,El automóvil es el vehículo de transporte privado más utilizado.
48,"Pese a que muchos de estos viajes se llevan a cabo en medios de transporte privado, es también muy frecuente que se lleven a cabo de forma colectiva en buses y caravanas especiales para este propósito.",Se desplazan de forma colectiva en buses y caravanas especiales para este propósito.
48,"Sin embargo, la caminata y la bicicleta también están dentro de esta clasificación.",También se usan la bicicleta y la motocicleta.
